,TWEETS,Cleaned_TWEETS,Lemmatized_TWEETS,Predictions of TASK
451,Jim just put his foot in to his mouth again. Jim you are a pathetic person.\xf0\x9f\xa4\xaa\xf0\x9f\x98\x9b\xf0\x9f\x98\x9c\xf0\x9f\xa4\xa2,"[('foot', 'NN'), ('mouth', 'NN'), ('pathet', 'IN'), ('person', 'NN')]",foot mouth pathet person,1
452,Suck the fucking sun way get free ride on u and taxi sys,"[('suck', 'JJ'), ('fuck', 'JJ'), ('free', 'JJ'), ('ride', 'NN'), ('taxi', 'NN')]",suck fuck free ride taxi,2
453,https://t.co/QUyGqfTiJr,"[('http', 'NN'), ('quygqftijr', 'NN')]",http quygqftijr,2
454,Prepped in case of quarantine #coronavirus https://t.co/EvxTLk3mkx,"[('prep', 'NN'), ('case', 'NN'), ('quarantin', 'NN'), ('coronaviru', 'NN'), ('http', 'NN'), ('evxtlk', 'NN')]",prep case quarantin coronaviru http evxtlk,2
455,https://t.co/J0UKKUGfCs,"[('http', 'NN'), ('ukkugfc', 'NN')]",http ukkugfc,2
456,The Best-Case Scenario For Coronavirus https://t.co/BveVMVEnEB via @Digg,"[('best', 'JJS'), ('case', 'NN'), ('scenario', 'NN'), ('coronaviru', 'NN'), ('http', 'NN'), ('bvevmveneb', 'NN'), ('digg', 'NN')]",best case scenario coronaviru http bvevmveneb digg,2
457,You know I am a dual citizen so very proud,"[('know', 'VB'), ('dual', 'JJ'), ('citizen', 'NN'), ('proud', 'NN')]",know dual citizen proud,2
458,Imagine if people showed up to protest ACTUAL issues and not just because they have to stay home to LITERALLY SAVE LIVES! The white privilege of these type of protest is \xf0\x9f\xa4\xae\xf0\x9f\xa4\xa2,"[('imagin', 'NN'), ('peopl', 'NN'), ('show', 'NN'), ('protest', 'VBP'), ('actual', 'JJ'), ('issu', 'NN'), ('stay', 'NN'), ('home', 'NN'), ('liter', 'NN'), ('save', 'VBP'), ('live', 'JJ'), ('white', 'JJ'), ('privileg', 'NN'), ('type', 'NN'), ('protest', 'NN')]",imagin peopl show protest actual issu stay home liter save live white privileg type protest,1
459,OMG that restaurant in San Clemente is open again today!!!! \xf0\x9f\x98\xb3\xf0\x9f\x98\xb3\xf0\x9f\x98\xb3 #Covid_19,"[('restaur', 'NN'), ('clement', 'NN'), ('open', 'JJ'), ('today', 'NN'), ('covid', 'NN')]",restaur clement open today covid,1
460,@AP #Coronavirus spreads when an infected person coughs small droplets - packed with the virus - into the air. These can be breathed in easily! Everyone is a possible carrier! Safe distancing is impractical! So #wearamask or #wearascarf when outside b4 too late! Don\xe2\x80\x99t underestimate!,"[('coronaviru', 'NNS'), ('spread', 'VBP'), ('infect', 'JJ'), ('person', 'NN'), ('cough', 'IN'), ('small', 'JJ'), ('droplet', 'NN'), ('pack', 'NN'), ('viru', 'IN'), ('these', 'DT'), ('breath', 'NN'), ('easili', 'NN'), ('everyon', 'VBP'), ('possibl', 'NN'), ('carrier', 'NN'), ('safe', 'JJ'), ('distanc', 'NN'), ('impract', 'NN'), ('wearamask', 'NN'), ('wearascarf', 'VBD'), ('outsid', 'JJ'), ('late', 'JJ'), ('underestim', 'NN')]",coronaviru spread infect person cough small droplet pack viru breath easili everyon possibl carrier safe distanc impract wearamask wearascarf outsid late underestim,1
461,This is big news...at least for me. @BarackObama giving @SenWarren a shout out is pretty much a hint to @JoeBiden on his list of VPs.,"[('thi', 'JJ'), ('news', 'NN'), ('least', 'JJS'), ('barackobama', 'JJ'), ('give', 'JJ'), ('senwarren', 'NN'), ('shout', 'NN'), ('pretti', 'RB'), ('much', 'JJ'), ('hint', 'NN'), ('joebiden', 'NN'), ('list', 'NN')]",thi news least barackobama give senwarren shout pretti much hint joebiden list,0
462,One thing I like about this guy is that he\xe2\x80\x99s so sensitive.,"[('thing', 'NN'), ('like', 'IN'), ('sensit', 'NN')]",thing like sensit,2
463,Until you can provide me with links from REPUTABLE SCIENTISTS AND DOCTORS that says that Coronavirus is all BS then STOP preaching on how we should open back up. CA had the highest recorded number of deaths in over a week bc people are getting LAZY. #DoNotOpenCalifornia,"[('until', 'IN'), ('provid', 'JJ'), ('link', 'NN'), ('reput', 'VBD'), ('scientist', 'JJ'), ('doctor', 'NN'), ('say', 'VBP'), ('coronaviru', 'NN'), ('stop', 'JJ'), ('preach', 'NN'), ('open', 'JJ'), ('back', 'RB'), ('highest', 'JJS'), ('record', 'NN'), ('number', 'NN'), ('death', 'NN'), ('week', 'NN'), ('peopl', 'VBP'), ('get', 'VB'), ('lazi', 'JJ'), ('donotopencalifornia', 'NN')]",provid link reput scientist doctor say coronaviru stop preach open back high record number death week peopl get lazi donotopencalifornia,1
464,So I live in Clovis Ca and we\xe2\x80\x99re not on lockdown despite Fresno literally a mile or less from Clovis which is on lockdown. Wtf? #CoronaVirusUpdate #COVID19ON #COVID19 #coronavirus,"[('live', 'JJ'), ('clovi', 'NN'), ('lockdown', 'JJ'), ('despit', 'NN'), ('fresno', 'NN'), ('liter', 'NN'), ('mile', 'NN'), ('less', 'JJR'), ('clovi', 'JJ'), ('lockdown', 'NN'), ('coronavirusupd', 'NN'), ('covid', 'NN'), ('covid', 'NN'), ('coronaviru', 'NN')]",live clovi lockdown despit fresno liter mile less clovi lockdown coronavirusupd covid covid coronaviru,0
465,Not to mention corona still out here goin crazy \xf0\x9f\xa4\xaa,"[('mention', 'NN'), ('corona', 'NN'), ('still', 'RB'), ('goin', 'VBZ'), ('crazi', 'NN')]",mention corona still goin crazi,0
466,@realDonaldTrump https://t.co/RgLgT6fjEK,"[('realdonaldtrump', 'NN'), ('http', 'NN'), ('rglgt', 'NN'), ('fjek', 'NN')]",realdonaldtrump http rglgt fjek,0
467,Harvard Brotha @BrandonJWoods1 thru his music 2help save lives of minorities dying@ disproportionate rates covid19   Pls air on ur showRetweet/Watch \xf0\x9f\x91\x89\xf0\x9f\x8f\xbe https://t.co/1OMolo3kSg  @10News @ABC @KUSINews @CBS8 @fox5sandiego @rolandsmartin @BET @NewsNewsinter @JuliaDavisNews @BBCNews https://t.co/2lzWGWZ1zG,"[('harvard', 'NN'), ('brotha', 'NN'), ('brandonjwood', 'NN'), ('thru', 'NN'), ('music', 'NN'), ('help', 'NN'), ('save', 'VB'), ('live', 'JJ'), ('minor', 'JJ'), ('die', 'JJ'), ('disproportion', 'NN'), ('rate', 'NN'), ('covid', 'JJ'), ('showretweet', 'NN'), ('watch', 'NN'), ('http', 'NN'), ('omolo', 'VBD'), ('new', 'JJ'), ('kusinew', 'NNS'), ('sandiego', 'JJ'), ('rolandsmartin', 'JJ'), ('newsnewsint', 'NN'), ('juliadavisnew', 'NN'), ('bbcnew', 'NN'), ('http', 'NN'), ('lzwgwz', 'NN')]",harvard brotha brandonjwood thru music help save live minor die disproportion rate covid showretweet watch http omolo new kusinew sandiego rolandsmartin newsnewsint juliadavisnew bbcnew http lzwgwz,1
468,How did this tiger get a test? #essentialpersonnel @Rosenbergradio @DonLagreca @RealMichaelKay  CNN: A tiger at the Bronx Zoo tests positive for coronavirus. https://t.co/WMRe6hID2b  via @GoogleNews,"[('tiger', 'NN'), ('test', 'NN'), ('essentialpersonnel', 'NN'), ('rosenbergradio', 'NN'), ('donlagreca', 'NN'), ('realmichaelkay', 'NN'), ('tiger', 'NN'), ('bronx', 'JJ'), ('test', 'NN'), ('posit', 'NN'), ('coronaviru', 'NN'), ('http', 'NN'), ('wmre', 'VBD'), ('googlenew', 'NN')]",tiger test essentialpersonnel rosenbergradio donlagreca realmichaelkay tiger bronx test posit coronaviru http wmre googlenew,1
469,Local nurses travel to NYC to help overwhelmed hospitals Hear from them at 5pm on @KCOY and @KEYTNC3\xe2\x80\xa6 https://t.co/DTjWROny5W,"[('local', 'JJ'), ('nurs', 'NNS'), ('travel', 'VBP'), ('help', 'NN'), ('overwhelm', 'NN'), ('hospit', 'NN'), ('hear', 'VBP'), ('kcoy', 'VBN'), ('keytnc', 'JJ'), ('http', 'NN'), ('dtjwroni', 'NN')]",local nurs travel help overwhelm hospit hear kcoy keytnc http dtjwroni,1
470,Been online shopping for unecessary shit....dude this is unhealthy. The only think I look forward to from coming ho\xe2\x80\xa6 https://t.co/Yzsgu0vBmp,"[('been', 'VBN'), ('onlin', 'JJ'), ('shop', 'NN'), ('unecessari', 'JJ'), ('shit', 'JJ'), ('dude', 'NN'), ('unhealthi', 'JJ'), ('think', 'VBP'), ('look', 'VB'), ('forward', 'RB'), ('come', 'VBN'), ('http', 'NN'), ('yzsgu', 'NN'), ('vbmp', 'NN')]",onlin shop unecessari shit dude unhealthi think look forward come http yzsgu vbmp,0
471,Probably because you are drinking it through an N95 mask.,"[('probabl', 'NN'), ('drink', 'NN'), ('mask', 'NN')]",probabl drink mask,2
472,https://t.co/zLggZjUmst,"[('http', 'NN'), ('zlggzjumst', 'NN')]",http zlggzjumst,2
473,@Goose42 nvm. We\xe2\x80\x99re covered with proper info,"[('goos', 'NN'), ('cover', 'NN'), ('proper', 'IN'), ('info', 'NN')]",goo cover proper info,2
474,#coronavirus  Newt Gingrich: I am in Italy amid the coronavirus crisis. America must act now\xe2\x80\x94and act big | Opinion https://t.co/XvuvoOcVNf,"[('coronaviru', 'NN'), ('newt', 'NN'), ('gingrich', 'JJ'), ('itali', 'NN'), ('amid', 'IN'), ('coronaviru', 'JJ'), ('crisi', 'NN'), ('america', 'NN'), ('must', 'MD'), ('opinion', 'NN'), ('http', 'NN'), ('xvuvoocvnf', 'NN')]",coronaviru newt gingrich itali amid coronaviru crisi america must opinion http xvuvoocvnf,2
475,Venture Capital w bran\xc5\xbcy #IT w czasach pandemii #COVID\xe3\x83\xbc19 . Webinar ju\xc5\xbc dzisiaj o 14:00. #venturecapital #startup #softwarehouse #webinar #vc #koronawirus,"[('ventur', 'NN'), ('capit', 'NN'), ('bran', 'NN'), ('xbci', 'NNP'), ('czasach', 'NN'), ('pandemii', 'NN'), ('covid', 'NN'), ('webinar', 'NN'), ('dzisiaj', 'NN'), ('venturecapit', 'NN'), ('startup', 'VBP'), ('softwarehous', 'JJ'), ('webinar', 'NN'), ('koronawiru', 'NN')]",ventur capit bran xbci czasach pandemii covid webinar dzisiaj venturecapit startup softwarehous webinar koronawiru,0
476,Dennis Prager is a sociopath,"[('denni', 'NN'), ('prager', 'NN'), ('sociopath', 'NN')]",denni prager sociopath,1
477,Y\xe2\x80\x99all not ready for this coronavirus weight-loss,"[('readi', 'NN'), ('coronaviru', 'NN'), ('weight', 'VBD'), ('loss', 'NN')]",readi coronaviru weight loss,0
478,St. Luke\xe2\x80\x99s Hospital in Pasadena remains vacant even as the need for hospital beds in #California continues to grow. #MyDayInLA #coronavirus https://t.co/6BNnBYat3j,"[('luke', 'NN'), ('hospit', 'NN'), ('pasadena', 'NN'), ('remain', 'VBP'), ('vacant', 'JJ'), ('even', 'RB'), ('need', 'VBP'), ('hospit', 'NNS'), ('bed', 'VBD'), ('california', 'JJ'), ('continu', 'NN'), ('grow', 'NN'), ('mydayinla', 'NN'), ('coronaviru', 'NN'), ('http', 'NN'), ('bnnbyat', 'NN')]",luke hospit pasadena remain vacant even need hospit bed california continu grow mydayinla coronaviru http bnnbyat,1
479,Been a fan of @elerianm for 15 years but now it\xe2\x80\x99s like- El-Erian for president! Smartest guy in the room.,"[('been', 'VBN'), ('elerianm', 'JJ'), ('year', 'NN'), ('like', 'IN'), ('erian', 'JJ'), ('presid', 'NN'), ('smartest', 'JJS'), ('room', 'NN')]",elerianm year like erian presid smart room,2
480,Totally  hear @duttypaul voice #COVID19 https://t.co/xiaaPR1naj,"[('total', 'JJ'), ('hear', 'NN'), ('duttypaul', 'NN'), ('voic', 'NN'), ('covid', 'NN'), ('http', 'NN'), ('xiaapr', 'NN')]",total hear duttypaul voic covid http xiaapr,2
481,Omg I\xe2\x80\x99m on FaceTime with Roxanne and Ruben comes in to the room and says \xe2\x80\x9cCoronavirus\xe2\x80\x9d just like @iamcardib and I can\xe2\x80\x99t stop laughing,"[('facetim', 'NN'), ('roxann', 'NN'), ('ruben', 'VBP'), ('come', 'JJ'), ('room', 'NN'), ('say', 'VBP'), ('ccoronaviru', 'NN'), ('like', 'IN'), ('iamcardib', 'JJ'), ('stop', 'NN'), ('laugh', 'NN')]",facetim roxann ruben come room say ccoronaviru like iamcardib stop laugh,1
482,Keep on fighting the good fight against COVID 19 Dr. Xolani Mdluli! Praying for you and all of those on the front lines!  https://t.co/tluPMDVRud,"[('keep', 'VB'), ('fight', 'NN'), ('good', 'JJ'), ('fight', 'NN'), ('covid', 'NN'), ('xolani', 'NNP'), ('mdluli', 'NN'), ('pray', 'NN'), ('front', 'JJ'), ('line', 'NN'), ('http', 'NN'), ('tlupmdvrud', 'NN')]",keep fight good fight covid xolani mdluli pray front line http tlupmdvrud,1
483,Here is some creative thinking for blessings from above! https://t.co/gZ1qzJV9iu,"[('here', 'RB'), ('creativ', 'JJ'), ('think', 'VBP'), ('bless', 'JJ'), ('http', 'NN'), ('qzjv', 'NN')]",creativ think bless http qzjv,0
484,#COVID\xe3\x83\xbc19 Traveled during this mess. Flying home to Toronto today. Each day we had a margarita while watching Chris Martenson's must-watch pandemic updates. Wish us luck. Will be wearing mask and gloves on the plane. https://t.co/4VWafAziak,"[('covid', 'NN'), ('travel', 'NN'), ('mess', 'NN'), ('fli', 'VBD'), ('home', 'NN'), ('toronto', 'NN'), ('today', 'NN'), ('each', 'DT'), ('margarita', 'NN'), ('watch', 'NN'), ('chri', 'NN'), ('martenson', 'NN'), ('must', 'MD'), ('watch', 'VB'), ('pandem', 'NN'), ('updat', 'JJ'), ('wish', 'JJ'), ('luck', 'NN'), ('will', 'MD'), ('wear', 'VB'), ('mask', 'JJ'), ('glove', 'NN'), ('plane', 'NN'), ('http', 'NN'), ('vwafaziak', 'NN')]",covid travel mess fli home toronto today margarita watch chri martenson must watch pandem updat wish luck wear mask glove plane http vwafaziak,0
485,@CDCemergency @DoctorYasmin @PHEgov   Flattening the Coronavirus Curve https://t.co/LGwZ0Uou61,"[('cdcemerg', 'NN'), ('doctoryasmin', 'NN'), ('phegov', 'NN'), ('flatten', 'JJ'), ('coronaviru', 'NN'), ('curv', 'NN'), ('http', 'NN'), ('lgwz', 'NN')]",cdcemerg doctoryasmin phegov flatten coronaviru curv http lgwz,2
486,this is something i regret opening and ain\xe2\x80\x99t never gonna get out of my head,"[('someth', 'NN'), ('regret', 'NN'), ('open', 'JJ'), ('never', 'RB'), ('head', 'NN')]",someth regret open never head,0
487,Everyone just Loves SOCIALISM!,"[('everyon', 'RB'), ('love', 'VB'), ('social', 'JJ')]",everyon love social,2
488,@stacy_stace7 Corona captions? \xf0\x9f\xa4\x94\xf0\x9f\xa4\xa3,"[('staci', 'JJ'), ('stace', 'NN'), ('corona', 'NN'), ('caption', 'NN')]",staci stace corona caption,0
489,@delbigtree ANYONE WHO UNDERSTANDS SCIENCE ESPECIALLY MICROBIOLOGY WILL TELL YOU SHELTERING IN PLACE LOWERS OUR IMMUNE SYSTEM AND WILL PROLONG THE LONG TERM SPAN OF THE VIRUS BECAUSE WE PREVENTED CREATING HERD IMMUNITY.  https://t.co/GUkMdKM0ZU,"[('delbigtre', 'NN'), ('anyon', 'NN'), ('understand', 'VBP'), ('scienc', 'NN'), ('especi', 'NN'), ('microbiolog', 'NN'), ('will', 'MD'), ('tell', 'VB'), ('shelter', 'RB'), ('place', 'NN'), ('lower', 'RBR'), ('immun', 'NN'), ('system', 'NN'), ('will', 'MD'), ('prolong', 'VB'), ('long', 'JJ'), ('term', 'NN'), ('span', 'NN'), ('viru', 'NN'), ('becaus', 'NN'), ('prevent', 'NN'), ('creat', 'NN'), ('herd', 'NN'), ('immun', 'NN'), ('http', 'NN'), ('gukmdkm', 'NN')]",delbigtre anyon understand scienc especi microbiolog tell shelter place lower immun system prolong long term span viru becaus prevent creat herd immun http gukmdkm,1
490,I bought an @Everlane shirt back in 2013 and have been relying on them for ethical-ish sustainable-ish affordable-i\xe2\x80\xa6 https://t.co/z4Ee66pNL4,"[('bought', 'VBD'), ('everlan', 'NN'), ('shirt', 'NN'), ('back', 'RB'), ('reli', 'JJ'), ('ethic', 'JJ'), ('sustain', 'NN'), ('afford', 'NN'), ('http', 'NN')]",buy everlan shirt back reli ethic sustain afford http,1
491,You're a moron. There is no fix.,"[('moron', 'NN'), ('there', 'EX')]",moron,1
492,@senatemajldr @SenateGOP @VP  #25thAmendmentNow  #TrumpsAPsychopath #COVID19  #RemoveTrumpToday  #TrumpVirusCoverup  #coronavirus #Coronavirustruth,"[('senatemajldr', 'NN'), ('senategop', 'NN'), ('thamendmentnow', 'VBP'), ('trumpsapsychopath', 'NN'), ('covid', 'NN'), ('removetrumptoday', 'NN'), ('trumpviruscoverup', 'IN'), ('coronaviru', 'NN'), ('coronavirustruth', 'NN')]",senatemajldr senategop thamendmentnow trumpsapsychopath covid removetrumptoday trumpviruscoverup coronaviru coronavirustruth,1
493,Wow \xe2\x80\x94 \xf0\x9f\x98\xb3 Who\xe2\x80\x99s eating here?,"[('eat', 'NN')]",eat,2
494,Divide and conquer??,"[('divid', 'NN'), ('conquer', 'NN')]",divid conquer,2
495,https://t.co/oz5khd7byi,"[('http', 'NN')]",http,2
496,We know you'll be out on the road more and its best to prepare for the worst case scenario. Tips to stay safe if you need roadside assistance during #COVID19. Have a safe weekend! https://t.co/Gy9VqyGTNB,"[('know', 'VB'), ('road', 'NN'), ('best', 'JJS'), ('prepar', 'NN'), ('worst', 'JJS'), ('case', 'NN'), ('scenario', 'NN'), ('tip', 'NN'), ('stay', 'NN'), ('safe', 'JJ'), ('need', 'NN'), ('roadsid', 'NNS'), ('assist', 'VBP'), ('covid', 'NNS'), ('have', 'VBP'), ('safe', 'JJ'), ('weekend', 'NN'), ('http', 'NN'), ('vqygtnb', 'NN')]",know road best prepar bad case scenario tip stay safe need roadsid assist covid safe weekend http vqygtnb,1
497,Go be stupid and give somebody like me more govnment money \xf0\x9f\x98\x82\xf0\x9f\x98\x82,"[('stupid', 'JJ'), ('give', 'VBP'), ('somebodi', 'NNS'), ('like', 'IN'), ('govnment', 'NN'), ('money', 'NN')]",stupid give somebodi like govnment money,1
498,Let\xe2\x80\x99s be very clear about one simple fact: if our current government was truly prepared and organized for this cris\xe2\x80\xa6 https://t.co/QgIXzObmHh,"[('clear', 'JJ'), ('simpl', 'NN'), ('fact', 'NN'), ('current', 'JJ'), ('govern', 'JJ'), ('truli', 'NN'), ('prepar', 'NN'), ('organ', 'JJ'), ('cri', 'NN'), ('http', 'NN'), ('qgixzobmhh', 'NN')]",clear simpl fact current govern truli prepar organ cri http qgixzobmhh,1
499,Go to bed corona virus,"[('corona', 'NN'), ('viru', 'NN')]",corona viru,0
500,Should I get covid-19 Survivor tatted,"[('should', 'MD'), ('covid', 'VB'), ('survivor', 'NN'), ('tat', 'NN')]",covid survivor tat,2
501,Mood lmfao,"[('mood', 'NN'), ('lmfao', 'NN')]",mood lmfao,2
502,\xe2\x80\x9cWell done comrade!\xe2\x80\x9d Hardcore search and destroy VICTORY! 6 - 3  Me: \xe2\x80\x9cGood game!\xe2\x80\x9d  [TRUMP] COVID-19: \xe2\x80\x9cFuck you stupid fa**** dumb ni**** you\xe2\x80\x99re trash fa**** you\xe2\x80\x99re fucking 3 and 5 dumbass fucking f** kill yours\xe2\x80\x94\xe2\x80\x9c,"[('cwell', 'NN'), ('done', 'VBN'), ('comrad', 'NN'), ('hardcor', 'NN'), ('search', 'NN'), ('destroy', 'NN'), ('victori', 'FW'), ('cgood', 'NN'), ('game', 'NN'), ('trump', 'NN'), ('covid', 'JJ'), ('cfuck', 'NN'), ('stupid', 'JJ'), ('dumb', 'JJ'), ('trash', 'NN'), ('fuck', 'NN'), ('dumbass', 'NN'), ('fuck', 'NN'), ('kill', 'NN')]",cwell do comrad hardcor search destroy victori cgood game trump covid cfuck stupid dumb trash fuck dumbass fuck kill,0
503,Is there a mute button for coronavirus on the simulation !???!,"[('mute', 'JJ'), ('button', 'NN'), ('coronaviru', 'NN'), ('simul', 'NN')]",mute button coronaviru simul,2
504,@blueheartedly https://t.co/0Is3QxL4ps,"[('blueheartedli', 'NN'), ('http', 'NN')]",blueheartedli http,2
505,"Seems her rabid ""pro-life"" stance doesn\'t extend to actual lives-in-progress being threatened irl https://t.co/nhNs94klVu","[('seem', 'VB'), ('rabid', 'JJ'), ('life', 'NN'), ('stanc', 'NN'), ('extend', 'VBP'), ('actual', 'JJ'), ('live', 'JJ'), ('progress', 'NN'), ('threaten', 'JJ'), ('http', 'NN'), ('nhn', 'NN'), ('klvu', 'NN')]",seem rabid life stanc extend actual live progress threaten http nhn klvu,0
506,Jamaica and Thorin arre not practicing #socialdistancing but since they're in the same family they're allowed to ge\xe2\x80\xa6 https://t.co/o1NtOW110H,"[('jamaica', 'NN'), ('thorin', 'NN'), ('arr', 'VBZ'), ('practic', 'JJ'), ('socialdistanc', 'NN'), ('sinc', 'NN'), ('famili', 'NN'), ('allow', 'IN'), ('http', 'NN'), ('ntow', 'NN')]",jamaica thorin arr practic socialdistanc sinc famili allow http ntow,1
507,Yes and YES,[],,2
508,Corona virus at Cosumnes River College and American River College in the los Rios school district in Sacramento county. #coronavirus #CoronaVirusUpdates https://t.co/rC9CFMzakl,"[('corona', 'NN'), ('viru', 'NN'), ('cosumn', 'NN'), ('river', 'NN'), ('colleg', 'VBP'), ('american', 'JJ'), ('river', 'NN'), ('colleg', 'NN'), ('rio', 'NN'), ('school', 'NN'), ('district', 'NN'), ('sacramento', 'NN'), ('counti', 'NN'), ('coronaviru', 'NN'), ('coronavirusupd', 'NN'), ('http', 'NN'), ('cfmzakl', 'NN')]",corona viru cosumn river colleg american river colleg rio school district sacramento counti coronaviru coronavirusupd http cfmzakl,1
509,@KevinlyFather Why should we thank him? He was hired to do a job and he failed. He failed the American people and p\xe2\x80\xa6 https://t.co/wGV6PMJ0p7,"[('kevinlyfath', 'NN'), ('thank', 'NN'), ('hire', 'NN'), ('fail', 'VBP'), ('fail', 'JJ'), ('american', 'JJ'), ('peopl', 'NN'), ('http', 'NN')]",kevinlyfath thank hire fail fail american peopl http,2
510,@cres_guez They also have been IGNORING me and don\xe2\x80\x99t believe the corona virus is real. If want receipts lmk. They don\xe2\x80\x99t care about community.,"[('cre', 'NN'), ('guez', 'NN'), ('they', 'PRP'), ('also', 'RB'), ('ignor', 'VBP'), ('believ', 'JJ'), ('corona', 'NN'), ('viru', 'NNS'), ('real', 'JJ'), ('want', 'VBP'), ('receipt', 'NN'), ('they', 'PRP'), ('care', 'VBP'), ('commun', 'NNS')]",cre guez also ignor believ corona viru real want receipt care commun,1
511,https://t.co/lrm45Spn7t,"[('http', 'NN')]",http,2
512,@raydennis Clint 1 Covid-19 0  Not getting cocky yet tho.,"[('raydenni', 'NN'), ('clint', 'NN'), ('covid', 'NN'), ('get', 'VBP'), ('cocki', 'NN')]",raydenni clint covid get cocki,0
513,@FR4NOx @saarsaar Hmm maybe.. But by nature of setup very tough to centralize independent contractors and keep expe\xe2\x80\xa6 https://t.co/9P321aWpG8,"[('saarsaar', 'NN'), ('mayb', 'NN'), ('natur', 'JJ'), ('setup', 'NN'), ('tough', 'JJ'), ('central', 'JJ'), ('independ', 'NN'), ('contractor', 'NN'), ('keep', 'VB'), ('exp', 'NN'), ('http', 'NN'), ('awpg', 'NN')]",saarsaar mayb natur setup tough central independ contractor keep exp http awpg,1
514,War Hero Ret. LT. Colonel Sachs specifically requested a card from the President for his 15th birthday.  The quarantined senior was visibly moved when he got it!  Thank you @LaraLeaTrump for helping!,"[('hero', 'NN'), ('colonel', 'NNS'), ('sach', 'VBP'), ('specif', 'JJ'), ('request', 'NN'), ('card', 'NN'), ('presid', 'NN'), ('birthday', 'NN'), ('quarantin', 'VBD'), ('senior', 'JJ'), ('visibl', 'NNS'), ('move', 'VBP'), ('thank', 'NN'), ('laraleatrump', 'NN'), ('help', 'NN')]",hero colonel sach specif request card presid birthday quarantin senior visibl move thank laraleatrump help,1
515,@adamscrabble Yeah or we can all die from corona virus...,"[('adamscrabbl', 'NN'), ('yeah', 'NN'), ('corona', 'NN'), ('viru', 'NN')]",adamscrabbl yeah corona viru,0
516,Yooo @Airbnb won\xe2\x80\x99t give me a full refund for my reservation I can\xe2\x80\x99t make due to covid 19!!!! Never stay with them! Stay at a hotel!,"[('yooo', 'NN'), ('airbnb', 'NN'), ('give', 'VBP'), ('full', 'JJ'), ('refund', 'NN'), ('reserv', 'NNS'), ('make', 'VBP'), ('covid', 'NN'), ('never', 'RB'), ('stay', 'VBP'), ('stay', 'JJ'), ('hotel', 'NN')]",yooo airbnb give full refund reserv make covid never stay stay hotel,1
517,(Apologies for how sloppy it looks on my plate\xe2\x80\x94I\xe2\x80\x99m not much of a food stylist + I\xe2\x80\x99m still being extra careful about reheating food / best Covid takeout practices),"[('apolog', 'NN'), ('sloppi', 'JJ'), ('look', 'NN'), ('plate', 'NN'), ('much', 'JJ'), ('food', 'NN'), ('stylist', 'NN'), ('still', 'RB'), ('extra', 'JJ'), ('care', 'NN'), ('reheat', 'NN'), ('food', 'NN'), ('best', 'JJS'), ('covid', 'NN'), ('takeout', 'NN'), ('practic', 'JJ')]",apolog sloppi look plate much food stylist still extra care reheat food best covid takeout practic,0
